fecha,estacion,temp_max_c,temp_min_c,temp_media_c,precipitacion_mm,humedad_relativa_pct,radiacion_solar_mj,viento_ms,riesgo_helada,anio,mes
2019-11-25,Huangascar,17.46,6.27,10.16,3.63,69.37,18.24,1.7,0,2019,11
2019-11-26,Huangascar,19.54,7.03,11.95,0.43,62.14,23.0,2.01,0,2019,11
2019-11-27,Huangascar,19.0,7.87,11.83,0.3,60.51,18.98,2.12,0,2019,11
2019-11-28,Huangascar,18.71,6.56,11.21,0.04,60.54,22.07,3.01,0,2019,11
2019-11-29,Huangascar,20.4,3.49,11.6,0.0,42.94,27.82,2.61,0,2019,11
2019-11-30,Huangascar,18.93,6.06,11.36,0.0,60.64,19.61,1.86,0,2019,11
2019-12-01,Huangascar,17.77,6.34,10.93,0.0,66.43,18.68,1.49,0,2019,12
2019-12-02,Huangascar,18.03,6.32,10.7,1.87,68.06,17.22,1.73,0,2019,12
2019-12-03,Huangascar,14.91,5.96,9.15,1.56,69.53,13.21,2.69,0,2019,12
2019-12-04,Huangascar,16.77,4.7,9.37,3.18,69.55,17.25,2.58,0,2019,12
2019-12-05,Huangascar,12.79,4.64,8.06,2.69,76.38,16.11,1.52,0,2019,12
2019-12-06,Huangascar,15.82,5.16,8.56,2.22,73.71,13.63,2.01,0,2019,12
2019-12-07,Huangascar,16.93,4.78,8.89,0.12,70.34,16.61,2.51,0,2019,12
2019-12-08,Huangascar,16.32,4.02,8.68,0.0,67.98,17.01,1.84,0,2019,12
2019-12-09,Huangascar,16.05,5.6,9.94,4.36,71.37,17.48,1.4,0,2019,12
2019-12-10,Huangascar,18.12,6.7,10.87,0.48,69.42,20.52,1.86,0,2019,12
2019-12-11,Huangascar,16.92,6.62,10.79,0.13,68.24,20.67,1.91,0,2019,12
2019-12-12,Huangascar,16.76,5.47,10.06,0.08,69.89,18.02,1.92,0,2019,12
2019-12-13,Huangascar,14.73,5.37,9.3,1.48,70.24,15.8,1.63,0,2019,12
2019-12-14,Huangascar,15.07,5.88,9.61,3.95,71.15,15.61,1.66,0,2019,12
2019-12-15,Huangascar,16.07,6.2,10.04,1.19,71.05,16.92,1.76,0,2019,12
2019-12-16,Huangascar,19.02,5.77,10.36,1.92,68.37,14.83,2.64,0,2019,12
2019-12-17,Huangascar,17.14,4.63,9.94,0.17,65.4,18.96,2.21,0,2019,12
2019-12-18,Huangascar,13.81,6.25,8.56,12.02,74.11,13.03,1.58,0,2019,12
2019-12-19,Huangascar,14.69,5.66,8.48,4.53,74.25,12.74,1.42,0,2019,12
2019-12-20,Huangascar,14.29,5.33,8.56,8.48,75.62,15.56,1.57,0,2019,12
2019-12-21,Huangascar,16.09,5.33,9.97,2.6,70.34,16.86,1.89,0,2019,12
2019-12-22,Huangascar,16.06,6.9,9.86,1.07,73.14,16.75,1.82,0,2019,12
2019-12-23,Huangascar,17.27,6.53,10.81,4.11,69.76,16.08,1.66,0,2019,12
2019-12-24,Huangascar,16.84,6.71,10.19,6.77,74.56,12.57,1.91,0,2019,12
2019-12-25,Huangascar,15.5,5.6,9.49,1.52,73.48,16.76,1.63,0,2019,12
2019-12-26,Huangascar,19.63,5.81,11.25,0.31,66.88,21.05,2.32,0,2019,12
2019-12-27,Huangascar,17.81,7.29,11.42,0.1,63.91,22.55,2.63,0,2019,12
2019-12-28,Huangascar,19.17,5.96,11.62,0.0,60.71,25.35,2.6,0,2019,12
2019-12-29,Huangascar,18.74,6.1,10.79,0.06,67.24,20.82,2.73,0,2019,12
2019-12-30,Huangascar,18.27,5.77,10.56,0.02,69.89,28.02,2.61,0,2019,12
2019-12-31,Huangascar,17.22,5.62,9.68,0.0,74.87,24.6,2.34,0,2019,12
2020-01-01,Huangascar,15.43,4.58,8.78,3.69,75.42,22.13,2.04,0,2020,1
2020-01-02,Huangascar,15.49,4.35,8.93,0.99,75.59,17.62,1.75,0,2020,1
2020-01-03,Huangascar,16.6,5.45,9.64,0.42,75.85,23.49,2.2,0,2020,1
2020-01-04,Huangascar,15.7,4.56,9.05,2.39,66.53,20.93,2.42,0,2020,1
2020-01-05,Huangascar,14.75,2.86,7.9,0.02,65.69,22.81,2.57,0,2020,1
2020-01-06,Huangascar,16.46,2.92,8.92,0.0,67.11,25.51,2.61,0,2020,1
2020-01-07,Huangascar,17.75,4.58,10.0,0.0,69.49,24.56,2.47,0,2020,1
2020-01-08,Huangascar,13.52,5.36,8.32,0.0,78.58,27.91,1.37,0,2020,1
2020-01-09,Huangascar,13.52,4.83,9.51,0.0,69.69,21.64,0.95,0,2020,1
2020-01-10,Huangascar,20.65,6.29,12.15,0.2,59.1,21.46,2.44,0,2020,1
2020-01-11,Huangascar,18.49,5.32,11.06,0.44,63.48,22.03,2.08,0,2020,1
2020-01-12,Huangascar,19.0,7.19,11.69,0.0,59.08,19.76,1.99,0,2020,1
2020-01-13,Huangascar,19.76,5.75,11.66,0.01,57.76,19.02,2.06,0,2020,1
2020-01-14,Huangascar,18.72,5.66,10.48,0.14,68.73,18.26,1.73,0,2020,1
2020-01-15,Huangascar,15.74,5.76,9.51,2.14,71.41,13.42,1.58,0,2020,1
2020-01-16,Huangascar,16.95,6.83,10.96,2.2,68.73,17.72,1.61,0,2020,1
2020-01-17,Huangascar,19.02,5.85,11.59,0.82,62.17,20.44,2.42,0,2020,1
2020-01-18,Huangascar,19.68,3.81,11.41,0.09,58.0,13.73,2.31,0,2020,1
2020-01-19,Huangascar,19.47,5.88,11.81,0.0,64.22,18.69,1.96,0,2020,1
2020-01-20,Huangascar,14.66,7.54,10.09,0.24,74.12,15.92,1.42,0,2020,1
2020-01-21,Huangascar,17.19,5.77,9.66,0.38,72.22,12.37,2.81,0,2020,1
2020-01-22,Huangascar,15.88,5.35,8.58,0.62,76.66,10.78,2.34,0,2020,1
2020-01-23,Huangascar,14.22,4.28,8.17,0.3,79.86,19.56,1.92,0,2020,1
2020-01-24,Huangascar,15.84,5.04,9.45,0.04,76.66,15.53,1.78,0,2020,1
2020-01-25,Huangascar,16.76,6.35,10.34,1.18,73.0,17.67,1.27,0,2020,1
2020-01-26,Huangascar,16.61,4.93,10.29,0.01,66.95,17.83,1.38,0,2020,1
2020-01-27,Huangascar,19.33,6.14,11.47,0.0,65.67,24.18,1.85,0,2020,1
2020-01-28,Huangascar,18.09,6.07,10.23,5.93,73.66,16.76,2.78,0,2020,1
2020-01-29,Huangascar,16.7,5.51,9.69,0.66,73.71,17.66,2.35,0,2020,1
2020-01-30,Huangascar,17.56,5.43,10.45,0.61,73.28,15.61,2.28,0,2020,1
2020-01-31,Huangascar,18.05,5.04,11.09,0.15,66.58,16.3,2.12,0,2020,1
2020-02-01,Huangascar,16.85,7.38,10.85,0.0,70.69,16.27,1.55,0,2020,2
2020-02-02,Huangascar,17.33,5.96,10.4,2.85,74.2,15.07,1.89,0,2020,2
2020-02-03,Huangascar,18.15,5.93,10.15,4.15,74.06,18.03,1.81,0,2020,2
2020-02-04,Huangascar,16.16,5.55,9.72,0.41,76.63,16.07,1.83,0,2020,2
2020-02-05,Huangascar,18.39,6.42,10.27,0.13,70.67,22.53,2.45,0,2020,2
2020-02-06,Huangascar,16.43,5.86,9.75,0.82,70.37,13.6,1.82,0,2020,2
2020-02-07,Huangascar,17.12,5.23,9.69,0.65,75.36,15.71,2.2,0,2020,2
2020-02-08,Huangascar,17.52,5.59,9.7,2.73,73.81,13.43,2.62,0,2020,2
2020-02-09,Huangascar,16.45,4.99,9.86,0.52,74.83,14.8,1.33,0,2020,2
2020-02-10,Huangascar,18.65,5.76,11.2,0.0,71.49,14.08,1.54,0,2020,2
2020-02-11,Huangascar,16.54,7.23,10.53,2.1,74.98,13.69,1.55,0,2020,2
2020-02-12,Huangascar,15.46,6.61,10.23,1.44,74.48,12.83,1.9,0,2020,2
2020-02-13,Huangascar,16.43,6.51,9.65,0.38,71.65,17.97,2.19,0,2020,2
2020-02-14,Huangascar,16.29,5.73,10.33,0.04,70.68,16.34,1.74,0,2020,2
2020-02-15,Huangascar,18.13,5.58,10.98,2.14,72.27,18.46,1.51,0,2020,2
2020-02-16,Huangascar,17.73,5.92,11.05,0.21,69.07,17.17,1.6,0,2020,2
2020-02-17,Huangascar,18.79,6.58,11.53,0.0,69.03,16.03,1.7,0,2020,2
2020-02-18,Huangascar,17.27,7.99,11.4,0.28,72.4,15.71,1.32,0,2020,2
2020-02-19,Huangascar,18.58,7.59,11.51,0.05,69.95,15.8,1.58,0,2020,2
2020-02-20,Huangascar,16.51,6.07,10.22,1.68,71.19,17.13,2.01,0,2020,2
2020-02-21,Huangascar,16.39,5.89,9.89,3.06,71.68,18.05,2.25,0,2020,2
2020-02-22,Huangascar,14.34,5.89,8.84,2.39,81.56,13.1,0.85,0,2020,2
2020-02-23,Huangascar,17.09,4.93,9.56,0.16,77.53,18.66,2.06,0,2020,2
2020-02-24,Huangascar,17.95,5.47,10.3,0.03,71.68,24.41,2.78,0,2020,2
2020-02-25,Huangascar,19.45,4.54,10.63,0.04,66.82,22.08,2.57,0,2020,2
2020-02-26,Huangascar,15.14,5.67,9.31,0.0,74.12,14.0,1.98,0,2020,2
2020-02-27,Huangascar,16.73,5.86,9.55,2.27,75.99,17.66,2.63,0,2020,2
2020-02-28,Huangascar,18.07,4.48,10.27,0.2,72.52,14.37,1.85,0,2020,2
2020-02-29,Huangascar,16.76,6.75,10.27,0.0,75.58,13.42,1.71,0,2020,2
2020-03-01,Huangascar,17.43,6.54,10.76,0.49,74.7,15.33,1.64,0,2020,3
2020-03-02,Huangascar,19.59,5.3,11.45,0.03,69.26,18.94,1.92,0,2020,3
2020-03-03,Huangascar,19.73,6.83,11.72,0.65,68.97,22.38,2.03,0,2020,3
2020-03-04,Huangascar,19.05,7.47,11.73,0.03,66.99,19.04,2.08,0,2020,3
2020-03-05,Huangascar,19.24,8.66,12.45,0.0,64.81,20.7,1.72,0,2020,3
2020-03-06,Huangascar,18.75,7.26,11.59,1.13,70.76,16.8,1.64,0,2020,3
2020-03-07,Huangascar,18.71,7.0,11.0,0.05,71.45,16.24,2.01,0,2020,3
2020-03-08,Huangascar,19.64,6.95,11.58,0.0,67.11,20.47,1.85,0,2020,3
2020-03-09,Huangascar,18.52,6.64,10.7,0.0,74.67,19.25,1.83,0,2020,3
2020-03-10,Huangascar,19.67,4.08,11.13,0.0,68.01,21.17,2.72,0,2020,3
2020-03-11,Huangascar,18.12,4.58,10.34,0.02,70.1,21.98,2.41,0,2020,3
2020-03-12,Huangascar,15.91,5.68,9.97,0.03,69.07,18.43,1.21,0,2020,3
2020-03-13,Huangascar,18.44,4.49,10.52,0.53,72.95,18.77,1.57,0,2020,3
2020-03-14,Huangascar,16.09,6.08,9.82,2.08,76.58,17.6,2.05,0,2020,3
2020-03-15,Huangascar,14.67,5.82,8.82,2.01,81.29,20.97,1.72,0,2020,3
2020-03-16,Huangascar,17.7,6.01,9.8,7.66,77.04,16.43,2.2,0,2020,3
2020-03-17,Huangascar,15.64,5.57,9.12,2.94,78.11,13.98,1.59,0,2020,3
2020-03-18,Huangascar,16.32,4.76,9.25,2.33,79.26,15.07,1.84,0,2020,3
2020-03-19,Huangascar,15.21,5.07,8.53,0.12,78.76,14.48,1.97,0,2020,3
2020-03-20,Huangascar,16.13,4.05,7.9,0.0,77.36,11.73,1.95,0,2020,3
2020-03-21,Huangascar,14.88,3.39,7.67,0.07,73.08,14.7,2.29,0,2020,3
2020-03-22,Huangascar,15.93,3.16,8.66,4.38,78.01,11.61,2.01,0,2020,3
2020-03-23,Huangascar,17.01,4.85,10.01,0.99,75.73,16.09,0.92,0,2020,3
2020-03-24,Huangascar,18.49,4.92,10.65,0.01,73.32,22.2,1.64,0,2020,3
2020-03-25,Huangascar,18.49,6.88,10.77,0.0,73.55,16.02,1.81,0,2020,3
2020-03-26,Huangascar,17.62,6.27,10.77,0.0,71.68,12.66,1.2,0,2020,3
2020-03-27,Huangascar,15.39,5.88,9.27,1.15,79.8,17.06,1.45,0,2020,3
2020-03-28,Huangascar,16.39,5.08,8.51,3.12,77.98,9.83,1.63,0,2020,3
2020-03-29,Huangascar,16.61,5.1,9.39,1.52,73.54,15.05,1.43,0,2020,3
2020-03-30,Huangascar,16.02,5.83,9.79,3.87,75.01,11.85,1.2,0,2020,3
2020-03-31,Huangascar,14.92,6.18,9.58,2.3,78.72,12.41,0.89,0,2020,3
2020-04-01,Huangascar,17.22,4.65,9.47,1.91,74.69,16.02,1.2,0,2020,4
2020-04-02,Huangascar,18.77,4.57,10.31,1.47,68.78,20.03,1.88,0,2020,4
2020-04-03,Huangascar,18.35,6.91,11.49,0.21,66.29,16.55,1.91,0,2020,4
2020-04-04,Huangascar,18.92,6.71,11.4,0.0,66.61,17.62,2.14,0,2020,4
2020-04-05,Huangascar,18.84,5.56,11.05,0.0,67.07,14.93,2.33,0,2020,4
2020-04-06,Huangascar,18.72,5.78,11.15,0.0,68.06,21.13,1.56,0,2020,4
2020-04-07,Huangascar,19.06,6.83,11.37,0.0,67.43,21.67,2.18,0,2020,4
2020-04-08,Huangascar,17.86,6.26,10.46,1.55,69.79,18.41,2.53,0,2020,4
2020-04-09,Huangascar,18.14,6.52,11.04,0.57,66.14,17.42,2.14,0,2020,4
2020-04-10,Huangascar,18.16,5.38,10.67,0.39,61.73,21.86,2.69,0,2020,4
2020-04-11,Huangascar,18.38,4.2,10.07,0.0,61.44,26.42,2.14,0,2020,4
2020-04-12,Huangascar,18.74,3.05,9.96,0.0,66.52,26.7,2.09,0,2020,4
2020-04-13,Huangascar,18.45,4.87,9.68,0.0,66.75,24.51,2.42,0,2020,4
2020-04-14,Huangascar,17.1,2.7,8.07,0.0,63.61,26.62,2.31,0,2020,4
2020-04-15,Huangascar,17.0,0.08,7.56,0.0,55.32,25.72,2.26,1,2020,4
2020-04-16,Huangascar,16.29,1.22,7.76,0.0,58.89,23.23,2.37,1,2020,4
2020-04-17,Huangascar,17.9,3.09,9.12,0.0,64.64,21.18,1.87,0,2020,4
2020-04-18,Huangascar,16.57,4.84,9.43,0.0,64.54,15.94,1.73,0,2020,4
2020-04-19,Huangascar,17.7,3.96,10.0,0.0,61.79,20.86,1.53,0,2020,4
2020-04-20,Huangascar,18.82,4.15,10.49,0.0,58.19,22.08,1.87,0,2020,4
2020-04-21,Huangascar,18.22,6.84,11.14,0.0,56.55,23.96,1.75,0,2020,4
2020-04-22,Huangascar,18.42,6.11,10.91,0.0,57.11,23.54,1.76,0,2020,4
2020-04-23,Huangascar,17.68,5.03,10.2,0.0,61.6,18.01,1.82,0,2020,4
2020-04-24,Huangascar,16.24,5.49,9.15,0.36,63.67,16.03,1.74,0,2020,4
2020-04-25,Huangascar,17.52,3.89,9.83,0.06,58.7,18.42,2.15,0,2020,4
2020-04-26,Huangascar,18.08,5.61,10.15,0.0,64.19,18.9,1.77,0,2020,4
2020-04-27,Huangascar,19.14,6.16,11.14,0.0,61.55,16.5,2.41,0,2020,4
2020-04-28,Huangascar,19.91,6.49,11.84,0.0,60.15,20.98,1.94,0,2020,4
2020-04-29,Huangascar,18.73,6.17,11.3,0.0,61.61,15.25,1.52,0,2020,4
2020-04-30,Huangascar,18.17,5.91,10.95,0.0,64.12,12.55,1.66,0,2020,4
2020-05-01,Huangascar,18.75,6.52,11.18,0.0,65.05,14.45,1.9,0,2020,5
2020-05-02,Huangascar,17.21,6.26,10.57,0.54,68.0,11.32,1.56,0,2020,5
2020-05-03,Huangascar,14.77,5.64,9.09,2.34,74.96,11.63,1.49,0,2020,5
2020-05-04,Huangascar,12.98,5.43,8.17,0.05,69.76,10.0,1.63,0,2020,5
2020-05-05,Huangascar,16.6,5.55,9.94,0.0,59.31,16.05,1.95,0,2020,5
2020-05-06,Huangascar,17.73,6.63,10.42,0.0,61.09,14.29,1.4,0,2020,5
2020-05-07,Huangascar,14.57,5.58,9.21,0.0,70.32,12.96,1.71,0,2020,5
2020-05-08,Huangascar,18.46,6.01,10.65,2.8,63.25,18.27,2.02,0,2020,5
2020-05-09,Huangascar,18.85,6.4,11.33,0.12,64.58,18.75,1.8,0,2020,5
2020-05-10,Huangascar,19.15,5.73,11.13,0.0,55.13,19.54,2.07,0,2020,5
2020-05-11,Huangascar,18.87,3.08,9.58,0.0,35.03,21.44,2.37,0,2020,5
2020-05-12,Huangascar,17.5,3.02,8.8,0.0,41.42,20.56,2.39,0,2020,5
2020-05-13,Huangascar,18.02,2.77,8.86,0.0,47.88,23.15,2.39,0,2020,5
2020-05-14,Huangascar,17.26,3.45,8.67,0.0,56.54,22.38,2.31,0,2020,5
2020-05-15,Huangascar,18.35,2.93,9.47,0.0,48.31,18.81,1.99,0,2020,5
2020-05-16,Huangascar,18.11,4.92,10.21,0.0,59.52,14.17,2.07,0,2020,5
2020-05-17,Huangascar,18.52,4.57,9.91,0.0,54.36,18.73,2.34,0,2020,5
2020-05-18,Huangascar,16.8,2.43,8.67,0.0,42.96,19.59,2.25,0,2020,5
2020-05-19,Huangascar,18.46,1.37,8.61,0.0,37.4,22.09,2.45,1,2020,5
2020-05-20,Huangascar,18.38,1.86,9.06,0.0,36.09,20.03,2.05,1,2020,5
2020-05-21,Huangascar,18.35,3.99,9.67,0.0,48.79,19.98,2.19,0,2020,5
2020-05-22,Huangascar,18.19,3.14,9.64,0.0,51.09,15.91,1.78,0,2020,5
2020-05-23,Huangascar,17.53,5.45,10.3,0.0,57.34,18.81,1.8,0,2020,5
2020-05-24,Huangascar,17.62,4.88,9.85,0.0,58.98,19.01,2.34,0,2020,5
2020-05-25,Huangascar,18.96,4.56,10.63,0.0,50.56,17.97,2.11,0,2020,5
2020-05-26,Huangascar,18.61,1.53,8.43,0.0,39.09,22.94,2.97,1,2020,5
2020-05-27,Huangascar,18.48,0.05,8.39,0.0,32.48,23.2,1.99,1,2020,5
2020-05-28,Huangascar,17.51,2.35,8.38,0.0,44.71,22.46,1.86,0,2020,5
2020-05-29,Huangascar,17.6,2.37,8.53,0.0,52.57,21.35,1.6,0,2020,5
2020-05-30,Huangascar,16.53,2.34,8.11,0.0,57.47,22.58,2.29,0,2020,5
2020-05-31,Huangascar,16.36,2.62,8.22,0.0,60.49,20.81,1.96,0,2020,5
2020-06-01,Huangascar,15.76,2.76,7.68,0.0,64.49,22.25,2.25,0,2020,6
2020-06-02,Huangascar,15.67,1.15,7.46,0.0,61.64,22.57,2.06,1,2020,6
2020-06-03,Huangascar,15.65,3.26,7.94,0.0,45.8,20.36,2.01,0,2020,6
2020-06-04,Huangascar,16.94,2.64,8.73,0.0,51.14,19.02,1.92,0,2020,6
2020-06-05,Huangascar,15.98,4.55,9.27,0.0,58.41,13.49,1.14,0,2020,6
2020-06-06,Huangascar,17.31,4.66,9.79,0.0,60.43,11.88,1.35,0,2020,6
2020-06-07,Huangascar,18.59,4.2,10.56,0.0,58.07,18.2,1.68,0,2020,6
2020-06-08,Huangascar,19.18,6.28,11.11,0.0,56.52,21.45,1.81,0,2020,6
2020-06-09,Huangascar,18.33,4.12,10.19,0.0,56.97,19.46,1.59,0,2020,6
2020-06-10,Huangascar,18.11,3.75,9.91,0.0,61.51,18.64,1.33,0,2020,6
2020-06-11,Huangascar,18.54,5.32,10.32,0.0,59.57,20.75,1.42,0,2020,6
2020-06-12,Huangascar,17.53,5.41,10.13,0.0,61.59,21.16,1.91,0,2020,6
2020-06-13,Huangascar,18.41,6.46,11.02,0.0,61.15,18.5,1.59,0,2020,6
2020-06-14,Huangascar,17.52,5.14,10.17,0.0,60.28,16.53,2.28,0,2020,6
2020-06-15,Huangascar,18.47,2.93,9.68,0.0,52.31,14.13,2.12,0,2020,6
2020-06-16,Huangascar,17.76,4.42,9.91,0.0,53.21,19.7,2.0,0,2020,6
2020-06-17,Huangascar,19.15,2.48,9.9,0.0,44.8,21.54,2.39,0,2020,6
2020-06-18,Huangascar,18.81,6.07,10.91,0.0,57.14,21.77,2.11,0,2020,6
2020-06-19,Huangascar,18.71,5.71,10.69,0.0,56.83,20.78,1.69,0,2020,6
2020-06-20,Huangascar,19.41,2.8,10.11,0.0,47.61,21.91,2.34,0,2020,6
2020-06-21,Huangascar,19.19,3.98,10.71,0.0,52.38,20.67,2.6,0,2020,6
2020-06-22,Huangascar,17.37,5.99,10.5,0.0,56.58,20.44,2.01,0,2020,6
2020-06-23,Huangascar,17.89,3.33,9.35,0.78,39.66,20.69,2.26,0,2020,6
2020-06-24,Huangascar,16.31,1.68,7.72,0.13,26.22,21.79,2.28,1,2020,6
2020-06-25,Huangascar,18.61,1.83,9.37,0.0,41.99,22.0,1.81,1,2020,6
2020-06-26,Huangascar,18.13,5.6,10.46,0.0,55.67,21.14,1.99,0,2020,6
2020-06-27,Huangascar,18.04,5.64,10.37,0.0,48.44,21.9,1.97,0,2020,6
2020-06-28,Huangascar,18.2,4.3,10.04,0.0,39.31,21.6,2.06,0,2020,6
2020-06-29,Huangascar,17.79,1.65,8.46,0.0,39.02,21.57,2.2,1,2020,6
2020-06-30,Huangascar,18.06,1.3,8.67,0.0,41.86,22.22,2.41,1,2020,6
2020-07-01,Huangascar,17.96,2.17,9.22,0.0,54.27,21.51,1.93,0,2020,7
2020-07-02,Huangascar,18.4,2.06,9.29,0.0,44.98,21.88,2.05,0,2020,7
2020-07-03,Huangascar,18.27,1.44,8.97,0.0,47.56,21.87,1.81,1,2020,7
2020-07-04,Huangascar,17.47,3.49,9.66,0.0,54.35,21.63,2.0,0,2020,7
2020-07-05,Huangascar,17.57,5.24,9.84,0.0,56.81,19.87,1.76,0,2020,7
2020-07-06,Huangascar,16.15,4.3,9.36,0.25,53.0,17.4,1.77,0,2020,7
2020-07-07,Huangascar,16.97,1.19,7.61,0.06,30.35,21.92,2.33,1,2020,7
2020-07-08,Huangascar,17.47,1.21,7.56,0.0,32.52,21.39,2.41,1,2020,7
2020-07-09,Huangascar,14.71,1.98,7.77,1.56,53.73,18.02,1.53,1,2020,7
2020-07-10,Huangascar,15.45,2.57,8.09,0.07,37.66,19.13,2.08,0,2020,7
2020-07-11,Huangascar,17.51,1.63,8.55,0.0,28.0,21.88,1.84,1,2020,7
2020-07-12,Huangascar,17.43,4.7,9.51,0.0,52.98,19.46,1.92,0,2020,7
2020-07-13,Huangascar,18.06,4.69,10.1,0.0,51.79,18.53,1.84,0,2020,7
2020-07-14,Huangascar,17.09,4.78,10.02,0.0,55.11,19.95,1.78,0,2020,7
2020-07-15,Huangascar,17.22,4.48,10.0,0.0,53.63,19.19,2.03,0,2020,7
2020-07-16,Huangascar,18.01,4.38,10.6,0.0,53.76,19.28,2.12,0,2020,7
2020-07-17,Huangascar,18.83,5.88,10.84,0.0,56.29,21.63,1.54,0,2020,7
2020-07-18,Huangascar,19.79,4.92,10.89,0.0,50.45,22.86,2.1,0,2020,7
2020-07-19,Huangascar,19.26,2.19,10.12,0.0,46.93,20.77,2.19,0,2020,7
2020-07-20,Huangascar,19.24,1.56,9.69,0.0,43.11,22.4,2.21,1,2020,7
2020-07-21,Huangascar,18.89,0.12,9.2,0.0,46.73,23.0,2.2,1,2020,7
2020-07-22,Huangascar,16.65,5.41,9.57,0.0,59.51,21.5,1.8,0,2020,7
2020-07-23,Huangascar,17.24,3.1,8.81,0.0,38.42,18.28,2.51,0,2020,7
2020-07-24,Huangascar,16.28,2.87,8.27,0.0,24.89,22.28,2.72,0,2020,7
2020-07-25,Huangascar,18.25,0.0,8.31,0.0,35.95,21.59,1.81,1,2020,7
2020-07-26,Huangascar,18.02,0.88,8.67,0.0,47.01,20.55,2.55,1,2020,7
2020-07-27,Huangascar,18.79,2.68,9.96,0.0,43.92,23.76,1.96,0,2020,7
2020-07-28,Huangascar,19.16,2.23,10.36,0.0,48.99,23.35,1.99,0,2020,7
2020-07-29,Huangascar,19.42,3.13,10.37,0.0,48.81,23.38,1.99,0,2020,7
2020-07-30,Huangascar,18.77,4.98,11.09,0.0,50.55,23.01,1.99,0,2020,7
2020-07-31,Huangascar,20.44,5.91,11.78,0.0,46.52,23.82,1.8,0,2020,7
2020-08-01,Huangascar,20.27,1.58,10.08,0.0,45.61,24.31,2.17,1,2020,8
2020-08-02,Huangascar,20.93,0.74,9.9,0.0,35.97,24.55,2.48,1,2020,8
2020-08-03,Huangascar,20.39,0.78,9.21,0.0,43.66,24.58,2.87,1,2020,8
2020-08-04,Huangascar,19.92,0.25,9.26,0.0,39.05,24.57,2.6,1,2020,8
2020-08-05,Huangascar,19.74,1.35,9.76,0.0,42.77,23.77,2.27,1,2020,8
2020-08-06,Huangascar,19.36,1.21,9.41,0.0,44.04,23.37,2.35,1,2020,8
2020-08-07,Huangascar,19.02,0.62,8.81,0.0,43.49,23.88,2.78,1,2020,8
2020-08-08,Huangascar,18.98,-0.47,9.2,0.0,38.34,23.81,2.18,1,2020,8
2020-08-09,Huangascar,17.6,5.23,10.21,0.0,51.5,18.94,2.03,0,2020,8
2020-08-10,Huangascar,16.31,4.73,9.31,0.0,43.81,19.45,2.34,0,2020,8
2020-08-11,Huangascar,17.53,1.18,8.28,0.14,24.04,21.96,2.46,1,2020,8
2020-08-12,Huangascar,16.95,3.0,8.16,0.69,31.72,22.83,2.47,0,2020,8
2020-08-13,Huangascar,17.79,1.37,7.87,0.0,25.04,24.42,2.46,1,2020,8
2020-08-14,Huangascar,17.06,0.24,7.04,0.0,32.8,24.34,2.52,1,2020,8
2020-08-15,Huangascar,18.21,1.72,8.54,0.0,31.28,22.45,2.08,1,2020,8
2020-08-16,Huangascar,17.58,4.08,9.72,0.0,42.94,21.11,1.63,0,2020,8
2020-08-17,Huangascar,18.64,3.07,9.77,0.0,41.46,23.64,1.93,0,2020,8
2020-08-18,Huangascar,16.39,3.43,8.31,0.0,41.12,24.41,2.46,0,2020,8
2020-08-19,Huangascar,18.44,2.85,9.33,0.0,35.0,24.57,2.29,0,2020,8
2020-08-20,Huangascar,18.72,3.53,10.35,0.0,38.46,21.89,2.06,0,2020,8
2020-08-21,Huangascar,18.24,6.21,10.73,0.0,46.24,20.22,2.04,0,2020,8
2020-08-22,Huangascar,18.36,6.06,10.93,0.0,50.52,19.32,2.03,0,2020,8
2020-08-23,Huangascar,18.77,4.53,10.41,0.0,51.37,24.01,2.04,0,2020,8
2020-08-24,Huangascar,18.23,3.63,9.99,0.0,55.57,25.18,2.4,0,2020,8
2020-08-25,Huangascar,18.24,4.17,10.04,0.0,57.2,23.19,1.85,0,2020,8
2020-08-26,Huangascar,19.66,5.49,10.97,0.0,54.38,24.55,1.7,0,2020,8
2020-08-27,Huangascar,19.73,5.21,11.27,0.0,54.88,23.57,2.14,0,2020,8
2020-08-28,Huangascar,19.2,4.95,10.98,0.0,50.75,24.33,2.23,0,2020,8
2020-08-29,Huangascar,19.97,4.74,11.38,0.0,48.25,22.03,2.34,0,2020,8
2020-08-30,Huangascar,19.46,5.72,11.07,0.0,53.98,19.77,2.28,0,2020,8
2020-08-31,Huangascar,17.84,5.84,10.66,0.0,54.12,17.11,2.15,0,2020,8
2020-09-01,Huangascar,17.31,4.94,10.49,0.0,54.61,13.53,2.05,0,2020,9
2020-09-02,Huangascar,17.62,4.24,10.24,0.0,56.63,16.62,2.14,0,2020,9
2020-09-03,Huangascar,18.82,5.12,11.12,0.0,50.8,17.24,2.07,0,2020,9
2020-09-04,Huangascar,19.48,5.95,11.11,0.0,53.77,19.99,1.85,0,2020,9
2020-09-05,Huangascar,18.86,6.06,11.33,0.0,53.45,19.21,1.84,0,2020,9
2020-09-06,Huangascar,18.6,6.64,11.62,0.0,48.26,22.03,2.0,0,2020,9
2020-09-07,Huangascar,19.44,5.33,11.49,1.5,46.56,18.68,1.87,0,2020,9
2020-09-08,Huangascar,16.68,5.64,10.19,0.16,48.32,16.3,1.91,0,2020,9
